time,open,high,low,close
2023-12-04 22:00:00+00:00,1.08354,1.08476,1.07780,1.07983
2023-12-05 22:00:00+00:00,1.07940,1.08048,1.07587,1.07644
2023-12-06 22:00:00+00:00,1.07686,1.08178,1.07551,1.07930
2023-12-07 22:00:00+00:00,1.07944,1.08008,1.07237,1.07610
2023-12-10 22:00:00+00:00,1.07588,1.07790,1.07416,1.07644
2023-12-11 22:00:00+00:00,1.07624,1.08282,1.07603,1.07946
2023-12-12 22:00:00+00:00,1.07934,1.08966,1.07732,1.08751
2023-12-13 22:00:00+00:00,1.08772,1.10094,1.08736,1.09918
2023-12-14 22:00:00+00:00,1.09957,1.10037,1.08886,1.08947
2023-12-17 22:00:00+00:00,1.08976,1.09312,1.08921,1.09236
2023-12-18 22:00:00+00:00,1.09188,1.09876,1.09148,1.09809
2023-12-19 22:00:00+00:00,1.09809,1.09852,1.09298,1.09434
2023-12-20 22:00:00+00:00,1.09404,1.10127,1.09352,1.10122
2023-12-21 22:00:00+00:00,1.10102,1.10404,1.09940,1.10146
2023-12-25 22:00:00+00:00,1.10086,1.10451,1.10079,1.10420
2023-12-26 22:00:00+00:00,1.10424,1.11228,1.10284,1.11066
2023-12-27 22:00:00+00:00,1.11048,1.11396,1.10552,1.10626
2023-12-28 22:00:00+00:00,1.10630,1.10844,1.10342,1.10374
2024-01-01 22:00:00+00:00,1.10440,1.10453,1.09383,1.09406
2024-01-02 22:00:00+00:00,1.09460,1.09656,1.08929,1.09220
2024-01-03 22:00:00+00:00,1.09170,1.09724,1.09160,1.09449
2024-01-04 22:00:00+00:00,1.09487,1.09986,1.08770,1.09442
2024-01-07 22:00:00+00:00,1.09487,1.09790,1.09226,1.09506
2024-01-08 22:00:00+00:00,1.09585,1.09665,1.09102,1.09313
2024-01-09 22:00:00+00:00,1.09292,1.09730,1.09230,1.09727
2024-01-10 22:00:00+00:00,1.09709,1.09996,1.09303,1.09736
2024-01-11 22:00:00+00:00,1.09694,1.09870,1.09360,1.09508
2024-01-14 22:00:00+00:00,1.09474,1.09676,1.09336,1.09503
2024-01-15 22:00:00+00:00,1.09488,1.09512,1.08621,1.08756
2024-01-16 22:00:00+00:00,1.08738,1.08846,1.08446,1.08821
2024-01-17 22:00:00+00:00,1.08824,1.09068,1.08468,1.08763
2024-01-18 22:00:00+00:00,1.08746,1.08978,1.08657,1.08976
2024-01-21 22:00:00+00:00,1.08929,1.09098,1.08800,1.08826
2024-01-22 22:00:00+00:00,1.08848,1.09160,1.08216,1.08536
2024-01-23 22:00:00+00:00,1.08480,1.09324,1.08480,1.08842
2024-01-24 22:00:00+00:00,1.08850,1.09021,1.08217,1.08472
2024-01-25 22:00:00+00:00,1.08438,1.08865,1.08129,1.08546
2024-01-28 22:00:00+00:00,1.08434,1.08501,1.07960,1.08333
2024-01-29 22:00:00+00:00,1.08342,1.08574,1.08120,1.08456
2024-01-30 22:00:00+00:00,1.08413,1.08876,1.07950,1.08176
2024-01-31 22:00:00+00:00,1.08172,1.08749,1.07800,1.08720
2024-02-01 22:00:00+00:00,1.08725,1.08976,1.07805,1.07870
2024-02-04 22:00:00+00:00,1.07861,1.07874,1.07233,1.07419
2024-02-05 22:00:00+00:00,1.07422,1.07624,1.07227,1.07537
2024-02-06 22:00:00+00:00,1.07542,1.07840,1.07512,1.07734
2024-02-07 22:00:00+00:00,1.07726,1.07889,1.07416,1.07782
2024-02-08 22:00:00+00:00,1.07777,1.07955,1.07622,1.07857
2024-02-11 22:00:00+00:00,1.07842,1.08058,1.07560,1.07716
2024-02-12 22:00:00+00:00,1.07738,1.07966,1.07006,1.07094
2024-02-13 22:00:00+00:00,1.07100,1.07346,1.06950,1.07276
2024-02-14 22:00:00+00:00,1.07272,1.07850,1.07247,1.07726
2024-02-15 22:00:00+00:00,1.07706,1.07876,1.07321,1.07768
2024-02-18 22:00:00+00:00,1.07742,1.07895,1.07620,1.07792
2024-02-19 22:00:00+00:00,1.07790,1.08390,1.07616,1.08078
2024-02-20 22:00:00+00:00,1.08068,1.08246,1.07900,1.08196
2024-02-21 22:00:00+00:00,1.08195,1.08885,1.08028,1.08231
2024-02-22 22:00:00+00:00,1.08234,1.08396,1.08118,1.08206
2024-02-25 22:00:00+00:00,1.08314,1.08598,1.08126,1.08514
2024-02-26 22:00:00+00:00,1.08486,1.08660,1.08330,1.08452
2024-02-27 22:00:00+00:00,1.08458,1.08476,1.07966,1.08387
2024-02-28 22:00:00+00:00,1.08374,1.08560,1.07960,1.08048
2024-02-29 22:00:00+00:00,1.08024,1.08434,1.07982,1.08398
2024-03-03 22:00:00+00:00,1.08401,1.08669,1.08379,1.08556
2024-03-04 22:00:00+00:00,1.08560,1.08760,1.08403,1.08568
2024-03-05 22:00:00+00:00,1.08570,1.09154,1.08422,1.08990
2024-03-06 22:00:00+00:00,1.08968,1.09492,1.08677,1.09484
2024-03-07 22:00:00+00:00,1.09462,1.09813,1.09192,1.09388
2024-03-10 21:00:00+00:00,1.09428,1.09482,1.09146,1.09254
2024-03-11 21:00:00+00:00,1.09229,1.09441,1.09023,1.09265
2024-03-12 21:00:00+00:00,1.09264,1.09640,1.09200,1.09481
2024-03-13 21:00:00+00:00,1.09534,1.09548,1.08807,1.08835
2024-03-14 21:00:00+00:00,1.08845,1.08998,1.08730,1.08882
2024-03-17 21:00:00+00:00,1.08907,1.09062,1.08660,1.08726
2024-03-18 21:00:00+00:00,1.08728,1.08766,1.08348,1.08661
2024-03-19 21:00:00+00:00,1.08665,1.09229,1.08365,1.09220
2024-03-20 21:00:00+00:00,1.09204,1.09427,1.08556,1.08598
2024-03-21 21:00:00+00:00,1.08598,1.08682,1.08018,1.08077
2024-03-24 21:00:00+00:00,1.08090,1.08426,1.08021,1.08375
2024-03-25 21:00:00+00:00,1.08376,1.08644,1.08244,1.08312
2024-03-26 21:00:00+00:00,1.08315,1.08392,1.08109,1.08278
2024-03-27 21:00:00+00:00,1.08254,1.08280,1.07750,1.07876
2024-03-28 21:00:00+00:00,1.07886,1.08058,1.07682,1.07932
2024-03-31 21:00:00+00:00,1.07915,1.07989,1.07309,1.07431
2024-04-01 21:00:00+00:00,1.07408,1.07793,1.07245,1.07696
2024-04-02 21:00:00+00:00,1.07704,1.08369,1.07641,1.08361
2024-04-03 21:00:00+00:00,1.08345,1.08766,1.08319,1.08374
2024-04-04 21:00:00+00:00,1.08401,1.08479,1.07914,1.08376
2024-04-07 21:00:00+00:00,1.08383,1.08621,1.08209,1.08592
2024-04-08 21:00:00+00:00,1.08580,1.08851,1.08477,1.08570
2024-04-09 21:00:00+00:00,1.08572,1.08665,1.07288,1.07427
2024-04-10 21:00:00+00:00,1.07446,1.07566,1.06992,1.07262
2024-04-11 21:00:00+00:00,1.07294,1.07294,1.06228,1.06417
2024-04-14 21:00:00+00:00,1.06372,1.06653,1.06203,1.06248
2024-04-15 21:00:00+00:00,1.06245,1.06539,1.06011,1.06186
2024-04-16 21:00:00+00:00,1.06200,1.06797,1.06061,1.06728
2024-04-17 21:00:00+00:00,1.06729,1.06901,1.06415,1.06439
2024-04-18 21:00:00+00:00,1.06451,1.06776,1.06104,1.06564
2024-04-21 21:00:00+00:00,1.06535,1.06708,1.06240,1.06538
2024-04-22 21:00:00+00:00,1.06542,1.07114,1.06386,1.07024
2024-04-23 21:00:00+00:00,1.07032,1.07144,1.06780,1.06992
2024-04-24 21:00:00+00:00,1.06968,1.07402,1.06784,1.07300
2024-04-25 21:00:00+00:00,1.07294,1.07530,1.06740,1.06932
2024-04-28 21:00:00+00:00,1.06938,1.07338,1.06902,1.07200
2024-04-29 21:00:00+00:00,1.07220,1.07355,1.06648,1.06662
2024-04-30 21:00:00+00:00,1.06662,1.07328,1.06494,1.07132
2024-05-01 21:00:00+00:00,1.07130,1.07302,1.06742,1.07252
2024-05-02 21:00:00+00:00,1.07256,1.08126,1.07244,1.07630
2024-05-05 21:00:00+00:00,1.07642,1.07909,1.07552,1.07702
2024-05-06 21:00:00+00:00,1.07692,1.07874,1.07480,1.07548
2024-05-07 21:00:00+00:00,1.07543,1.07576,1.07350,1.07485
2024-05-08 21:00:00+00:00,1.07500,1.07847,1.07240,1.07817
2024-05-09 21:00:00+00:00,1.07824,1.07902,1.07604,1.07708
2024-05-12 21:00:00+00:00,1.07730,1.08070,1.07658,1.07899
2024-05-13 21:00:00+00:00,1.07898,1.08257,1.07672,1.08198
2024-05-14 21:00:00+00:00,1.08200,1.08862,1.08130,1.08838
2024-05-15 21:00:00+00:00,1.08858,1.08951,1.08545,1.08672
2024-05-16 21:00:00+00:00,1.08668,1.08786,1.08358,1.08697
2024-05-19 21:00:00+00:00,1.08680,1.08846,1.08543,1.08568
2024-05-20 21:00:00+00:00,1.08574,1.08748,1.08427,1.08540
2024-05-21 21:00:00+00:00,1.08552,1.08636,1.08175,1.08223
2024-05-22 21:00:00+00:00,1.08229,1.08610,1.08048,1.08156
2024-05-23 21:00:00+00:00,1.08148,1.08579,1.08056,1.08468
2024-05-26 21:00:00+00:00,1.08505,1.08675,1.08406,1.08582
2024-05-27 21:00:00+00:00,1.08596,1.08891,1.08549,1.08567
2024-05-28 21:00:00+00:00,1.08580,1.08608,1.08000,1.08010
2024-05-29 21:00:00+00:00,1.08030,1.08452,1.07882,1.08322
2024-05-30 21:00:00+00:00,1.08302,1.08347,1.08114,1.08122
