time,open,high,low,close,volume
2023-10-17T05:00:00.000000000Z,1.05473,1.05793,1.05329,1.05471,34796
2023-10-17T13:00:00.000000000Z,1.05471,1.05950,1.05397,1.05762,36873
2023-10-17T21:00:00.000000000Z,1.05788,1.05792,1.05604,1.05756,14023
2023-10-18T05:00:00.000000000Z,1.05753,1.05945,1.05492,1.05570,35068
2023-10-18T13:00:00.000000000Z,1.05571,1.05642,1.05232,1.05360,40432
2023-10-18T21:00:00.000000000Z,1.05341,1.05421,1.05306,1.05336,14176
2023-10-19T05:00:00.000000000Z,1.05335,1.05797,1.05282,1.05763,35456
2023-10-19T13:00:00.000000000Z,1.05767,1.06168,1.05564,1.05814,63520
2023-10-19T21:00:00.000000000Z,1.05838,1.05868,1.05684,1.05754,14481
2023-10-20T05:00:00.000000000Z,1.05750,1.05990,1.05650,1.05838,34468
2023-10-20T13:00:00.000000000Z,1.05838,1.06038,1.05722,1.05948,35374
2023-10-22T21:00:00.000000000Z,1.05968,1.05975,1.05734,1.05764,12197
2023-10-23T05:00:00.000000000Z,1.05760,1.06184,1.05715,1.06099,30933
2023-10-23T13:00:00.000000000Z,1.06100,1.06780,1.05912,1.06686,37002
2023-10-23T21:00:00.000000000Z,1.06703,1.06873,1.06646,1.06792,13093
2023-10-24T05:00:00.000000000Z,1.06790,1.06946,1.06122,1.06158,35000
2023-10-24T13:00:00.000000000Z,1.06156,1.06246,1.05830,1.05910,36640
2023-10-24T21:00:00.000000000Z,1.05880,1.06065,1.05880,1.06062,11865
2023-10-25T05:00:00.000000000Z,1.06062,1.06068,1.05658,1.05750,27129
2023-10-25T13:00:00.000000000Z,1.05750,1.05956,1.05658,1.05661,41321
2023-10-25T21:00:00.000000000Z,1.05682,1.05735,1.05414,1.05457,13975
2023-10-26T05:00:00.000000000Z,1.05456,1.05593,1.05218,1.05592,35690
2023-10-26T13:00:00.000000000Z,1.05599,1.05648,1.05249,1.05639,42873
2023-10-26T21:00:00.000000000Z,1.05622,1.05679,1.05526,1.05673,13066
2023-10-27T05:00:00.000000000Z,1.05672,1.05701,1.05352,1.05559,28322
2023-10-27T13:00:00.000000000Z,1.05559,1.05971,1.05554,1.05652,40517
2023-10-29T21:00:00.000000000Z,1.05696,1.05767,1.05553,1.05611,12303
2023-10-30T05:00:00.000000000Z,1.05610,1.06086,1.05472,1.06070,27025
2023-10-30T13:00:00.000000000Z,1.06068,1.06253,1.05908,1.06151,32756
2023-10-30T21:00:00.000000000Z,1.06182,1.06182,1.05906,1.05939,15474
2023-10-31T05:00:00.000000000Z,1.05940,1.06750,1.05927,1.06243,34894
2023-10-31T13:00:00.000000000Z,1.06240,1.06258,1.05574,1.05744,42731
2023-10-31T21:00:00.000000000Z,1.05743,1.05806,1.05660,1.05672,12895
2023-11-01T05:00:00.000000000Z,1.05672,1.05776,1.05369,1.05386,29106
2023-11-01T13:00:00.000000000Z,1.05385,1.05759,1.05166,1.05690,62634
2023-11-01T21:00:00.000000000Z,1.05704,1.06023,1.05670,1.05962,14108
2023-11-02T05:00:00.000000000Z,1.05960,1.06678,1.05912,1.06644,35801
2023-11-02T13:00:00.000000000Z,1.06640,1.06670,1.06106,1.06224,37669
2023-11-02T21:00:00.000000000Z,1.06197,1.06290,1.06149,1.06264,11202
2023-11-03T05:00:00.000000000Z,1.06264,1.07194,1.06197,1.07094,31507
2023-11-03T13:00:00.000000000Z,1.07095,1.07469,1.06936,1.07286,49516
2023-11-05T22:00:00.000000000Z,1.07250,1.07389,1.07224,1.07356,13121
2023-11-06T06:00:00.000000000Z,1.07355,1.07564,1.07316,1.07376,28691
2023-11-06T14:00:00.000000000Z,1.07376,1.07495,1.07165,1.07177,26418
2023-11-06T22:00:00.000000000Z,1.07164,1.07224,1.07052,1.07106,13891
2023-11-07T06:00:00.000000000Z,1.07105,1.07116,1.06655,1.06762,31145
2023-11-07T14:00:00.000000000Z,1.06763,1.07050,1.06642,1.07000,32561
2023-11-07T22:00:00.000000000Z,1.07006,1.07012,1.06854,1.06861,13965
2023-11-08T06:00:00.000000000Z,1.06862,1.06882,1.06594,1.06694,28754
2023-11-08T14:00:00.000000000Z,1.06693,1.07162,1.06690,1.07093,34687
2023-11-08T22:00:00.000000000Z,1.07072,1.07159,1.07024,1.07024,11738
2023-11-09T06:00:00.000000000Z,1.07028,1.07100,1.06804,1.07076,29660
2023-11-09T14:00:00.000000000Z,1.07078,1.07256,1.06603,1.06681,49787
2023-11-09T22:00:00.000000000Z,1.06668,1.06752,1.06630,1.06694,12894
2023-11-10T06:00:00.000000000Z,1.06692,1.06929,1.06562,1.06887,30752
2023-11-10T14:00:00.000000000Z,1.06888,1.06898,1.06624,1.06847,34025
2023-11-12T22:00:00.000000000Z,1.06842,1.06908,1.06812,1.06858,11617
2023-11-13T06:00:00.000000000Z,1.06856,1.07016,1.06651,1.06728,26091
2023-11-13T14:00:00.000000000Z,1.06730,1.07062,1.06682,1.06993,27530
2023-11-13T22:00:00.000000000Z,1.06973,1.07024,1.06929,1.06958,10715
2023-11-14T06:00:00.000000000Z,1.06956,1.08003,1.06942,1.07895,36276
2023-11-14T14:00:00.000000000Z,1.07892,1.08876,1.07889,1.08791,42674
2023-11-14T22:00:00.000000000Z,1.08786,1.08839,1.08656,1.08728,14191
2023-11-15T06:00:00.000000000Z,1.08728,1.08861,1.08400,1.08592,37911
2023-11-15T14:00:00.000000000Z,1.08590,1.08688,1.08316,1.08476,35364
2023-11-15T22:00:00.000000000Z,1.08505,1.08558,1.08302,1.08380,14632
2023-11-16T06:00:00.000000000Z,1.08382,1.08816,1.08341,1.08810,31788
2023-11-16T14:00:00.000000000Z,1.08809,1.08956,1.08448,1.08528,36072
2023-11-16T22:00:00.000000000Z,1.08484,1.08572,1.08468,1.08532,13740
2023-11-17T06:00:00.000000000Z,1.08534,1.08777,1.08248,1.08712,36013
2023-11-17T14:00:00.000000000Z,1.08711,1.09143,1.08586,1.09127,31949
2023-11-19T22:00:00.000000000Z,1.09106,1.09359,1.08975,1.09186,18039
2023-11-20T06:00:00.000000000Z,1.09190,1.09403,1.09130,1.09266,31635
2023-11-20T14:00:00.000000000Z,1.09266,1.09519,1.09187,1.09400,28312
2023-11-20T22:00:00.000000000Z,1.09394,1.09652,1.09388,1.09562,17111
2023-11-21T06:00:00.000000000Z,1.09566,1.09640,1.09390,1.09451,30938
2023-11-21T14:00:00.000000000Z,1.09453,1.09595,1.09002,1.09108,34638
2023-11-21T22:00:00.000000000Z,1.09124,1.09230,1.09051,1.09074,14415
2023-11-22T06:00:00.000000000Z,1.09075,1.09200,1.08826,1.08961,36155
2023-11-22T14:00:00.000000000Z,1.08965,1.08986,1.08524,1.08888,35162
2023-11-22T22:00:00.000000000Z,1.08880,1.09120,1.08825,1.09107,10532
2023-11-23T06:00:00.000000000Z,1.09109,1.09309,1.08956,1.09017,27873
2023-11-23T14:00:00.000000000Z,1.09014,1.09106,1.08872,1.09066,10544
2023-11-23T22:00:00.000000000Z,1.09056,1.09122,1.08950,1.09120,11737
2023-11-24T06:00:00.000000000Z,1.09119,1.09282,1.09016,1.09220,24566
2023-11-24T14:00:00.000000000Z,1.09220,1.09489,1.09173,1.09399,30276
2023-11-26T22:00:00.000000000Z,1.09452,1.09508,1.09267,1.09496,14875
2023-11-27T06:00:00.000000000Z,1.09494,1.09592,1.09392,1.09438,27655
2023-11-27T14:00:00.000000000Z,1.09436,1.09575,1.09250,1.09546,31569
2023-11-27T22:00:00.000000000Z,1.09544,1.09630,1.09495,1.09512,12898
2023-11-28T06:00:00.000000000Z,1.09510,1.09740,1.09346,1.09725,29583
2023-11-28T14:00:00.000000000Z,1.09724,1.10090,1.09641,1.09952,47003
2023-11-28T22:00:00.000000000Z,1.09937,1.10173,1.09924,1.10020,17288
2023-11-29T06:00:00.000000000Z,1.10022,1.10047,1.09690,1.09728,41466
2023-11-29T14:00:00.000000000Z,1.09729,1.09950,1.09602,1.09698,37237
2023-11-29T22:00:00.000000000Z,1.09714,1.09840,1.09652,1.09725,13623
2023-11-30T06:00:00.000000000Z,1.09722,1.09820,1.09091,1.09159,41800
2023-11-30T14:00:00.000000000Z,1.09162,1.09226,1.08794,1.08884,45306
2023-11-30T22:00:00.000000000Z,1.08862,1.09128,1.08860,1.09110,16742
2023-12-01T06:00:00.000000000Z,1.09110,1.09120,1.08664,1.08676,37387
2023-12-01T14:00:00.000000000Z,1.08676,1.08930,1.08289,1.08833,53160
2023-12-03T22:00:00.000000000Z,1.08786,1.08950,1.08666,1.08693,23244
2023-12-04T06:00:00.000000000Z,1.08692,1.08810,1.08499,1.08546,37228
2023-12-04T14:00:00.000000000Z,1.08548,1.08553,1.08041,1.08363,40177
2023-12-04T22:00:00.000000000Z,1.08354,1.08476,1.08305,1.08476,15612
2023-12-05T06:00:00.000000000Z,1.08472,1.08475,1.08041,1.08286,39825
2023-12-05T14:00:00.000000000Z,1.08285,1.08390,1.07780,1.07983,47032
2023-12-05T22:00:00.000000000Z,1.07940,1.08019,1.07879,1.08012,15147
2023-12-06T06:00:00.000000000Z,1.08010,1.08011,1.07724,1.07980,38265
2023-12-06T14:00:00.000000000Z,1.07980,1.08048,1.07587,1.07644,35452
2023-12-06T22:00:00.000000000Z,1.07686,1.07724,1.07570,1.07616,15440
2023-12-07T06:00:00.000000000Z,1.07618,1.07980,1.07551,1.07904,45818
2023-12-07T14:00:00.000000000Z,1.07905,1.08178,1.07672,1.07930,46225
2023-12-07T22:00:00.000000000Z,1.07944,1.08008,1.07824,1.07840,23691
2023-12-08T06:00:00.000000000Z,1.07840,1.07914,1.07237,1.07470,46410
2023-12-08T14:00:00.000000000Z,1.07471,1.07858,1.07304,1.07610,46155
2023-12-10T22:00:00.000000000Z,1.07588,1.07740,1.07584,1.07682,14640
2023-12-11T06:00:00.000000000Z,1.07681,1.07790,1.07514,1.07636,33127
2023-12-11T14:00:00.000000000Z,1.07638,1.07698,1.07416,1.07644,30325
2023-12-11T22:00:00.000000000Z,1.07624,1.07710,1.07603,1.07692,12033
2023-12-12T06:00:00.000000000Z,1.07692,1.08282,1.07687,1.07763,37815
2023-12-12T14:00:00.000000000Z,1.07767,1.08003,1.07672,1.07946,40389
2023-12-12T22:00:00.000000000Z,1.07934,1.07999,1.07843,1.07900,11838
2023-12-13T06:00:00.000000000Z,1.07900,1.08038,1.07732,1.08006,32441
2023-12-13T14:00:00.000000000Z,1.08006,1.08966,1.07800,1.08751,59172
2023-12-13T22:00:00.000000000Z,1.08772,1.09154,1.08736,1.08942,25965
2023-12-14T06:00:00.000000000Z,1.08949,1.09516,1.08800,1.09438,61454
2023-12-14T14:00:00.000000000Z,1.09432,1.10094,1.09358,1.09918,54732
2023-12-14T22:00:00.000000000Z,1.09957,1.10037,1.09770,1.09844,19655
2023-12-15T06:00:00.000000000Z,1.09842,1.09994,1.09043,1.09165,48429
2023-12-15T14:00:00.000000000Z,1.09166,1.09285,1.08886,1.08947,47396
2023-12-17T22:00:00.000000000Z,1.08976,1.09160,1.08921,1.09156,14236
2023-12-18T06:00:00.000000000Z,1.09156,1.09300,1.09073,1.09214,34326
2023-12-18T14:00:00.000000000Z,1.09213,1.09312,1.09109,1.09236,31053
2023-12-18T22:00:00.000000000Z,1.09188,1.09292,1.09148,1.09280,18185
2023-12-19T06:00:00.000000000Z,1.09278,1.09739,1.09231,1.09622,39312
2023-12-19T14:00:00.000000000Z,1.09620,1.09876,1.09592,1.09809,33826
