time,open,high,low,close,volume
2024-05-20T06:00:00.000000000Z,1.08804,1.08846,1.08777,1.08782,2743
2024-05-20T07:00:00.000000000Z,1.08780,1.08808,1.08694,1.08731,2919
2024-05-20T08:00:00.000000000Z,1.08730,1.08764,1.08714,1.08746,1954
2024-05-20T09:00:00.000000000Z,1.08745,1.08752,1.08664,1.08691,1888
2024-05-20T10:00:00.000000000Z,1.08690,1.08739,1.08687,1.08707,1571
2024-05-20T11:00:00.000000000Z,1.08708,1.08717,1.08597,1.08602,1903
2024-05-20T12:00:00.000000000Z,1.08604,1.08632,1.08543,1.08576,4077
2024-05-20T13:00:00.000000000Z,1.08575,1.08674,1.08574,1.08651,3792
2024-05-20T14:00:00.000000000Z,1.08652,1.08688,1.08628,1.08642,988
2024-05-20T17:00:00.000000000Z,1.08685,1.08685,1.08630,1.08642,1183
2024-05-20T18:00:00.000000000Z,1.08641,1.08667,1.08611,1.08650,1472
2024-05-20T19:00:00.000000000Z,1.08648,1.08650,1.08592,1.08599,1185
2024-05-20T20:00:00.000000000Z,1.08597,1.08600,1.08566,1.08568,730
2024-05-20T21:00:00.000000000Z,1.08574,1.08606,1.08563,1.08606,482
2024-05-20T22:00:00.000000000Z,1.08600,1.08600,1.08566,1.08590,409
2024-05-20T23:00:00.000000000Z,1.08590,1.08609,1.08586,1.08604,571
2024-05-21T00:00:00.000000000Z,1.08606,1.08620,1.08566,1.08614,1163
2024-05-21T01:00:00.000000000Z,1.08612,1.08614,1.08552,1.08558,2059
2024-05-21T02:00:00.000000000Z,1.08558,1.08566,1.08509,1.08555,2015
2024-05-21T03:00:00.000000000Z,1.08556,1.08570,1.08541,1.08560,1011
2024-05-21T04:00:00.000000000Z,1.08558,1.08602,1.08552,1.08589,880
2024-05-21T05:00:00.000000000Z,1.08588,1.08616,1.08566,1.08586,984
2024-05-21T06:00:00.000000000Z,1.08584,1.08637,1.08569,1.08616,2460
2024-05-21T07:00:00.000000000Z,1.08617,1.08670,1.08594,1.08644,2734
2024-05-21T08:00:00.000000000Z,1.08646,1.08696,1.08600,1.08668,2208
2024-05-21T09:00:00.000000000Z,1.08670,1.08748,1.08665,1.08719,2085
2024-05-21T10:00:00.000000000Z,1.08720,1.08734,1.08658,1.08668,1737
2024-05-21T11:00:00.000000000Z,1.08668,1.08698,1.08644,1.08682,1901
2024-05-21T12:00:00.000000000Z,1.08685,1.08708,1.08548,1.08572,3653
