time,open,high,low,close,volume
2024-06-14T09:20:00.000000000Z,1.06836,1.06848,1.06811,1.06811,407
2024-06-14T09:25:00.000000000Z,1.06813,1.06856,1.06803,1.06806,370
2024-06-14T09:30:00.000000000Z,1.06807,1.06811,1.06756,1.06762,501
2024-06-14T09:35:00.000000000Z,1.06762,1.06766,1.06718,1.06733,569
2024-06-14T09:40:00.000000000Z,1.06731,1.06771,1.06718,1.06770,486
2024-06-14T09:45:00.000000000Z,1.06770,1.06848,1.06766,1.06845,532
2024-06-14T09:50:00.000000000Z,1.06844,1.06875,1.06840,1.06858,398
2024-06-14T09:55:00.000000000Z,1.06860,1.06888,1.06845,1.06874,387
2024-06-14T10:00:00.000000000Z,1.06872,1.06875,1.06796,1.06800,555
2024-06-14T10:05:00.000000000Z,1.06799,1.06858,1.06792,1.06856,471
2024-06-14T10:10:00.000000000Z,1.06855,1.06868,1.06830,1.06842,377
2024-06-14T10:15:00.000000000Z,1.06837,1.06892,1.06832,1.06892,471
2024-06-14T10:20:00.000000000Z,1.06889,1.06915,1.06876,1.06914,421
2024-06-14T10:25:00.000000000Z,1.06915,1.06960,1.06898,1.06899,494
2024-06-14T10:30:00.000000000Z,1.06898,1.06912,1.06872,1.06912,470
2024-06-14T10:35:00.000000000Z,1.06913,1.06933,1.06892,1.06899,443
2024-06-14T10:40:00.000000000Z,1.06904,1.06950,1.06902,1.06948,486
2024-06-14T10:45:00.000000000Z,1.06947,1.06964,1.06940,1.06955,430
2024-06-14T10:50:00.000000000Z,1.06954,1.06973,1.06948,1.06972,342
2024-06-14T10:55:00.000000000Z,1.06973,1.06990,1.06960,1.06980,388
2024-06-14T11:00:00.000000000Z,1.06977,1.06982,1.06956,1.06976,466
2024-06-14T11:05:00.000000000Z,1.06976,1.06976,1.06937,1.06966,469
2024-06-14T11:10:00.000000000Z,1.06969,1.06990,1.06966,1.06982,313
2024-06-14T11:15:00.000000000Z,1.06982,1.07006,1.06970,1.07001,272
2024-06-14T11:20:00.000000000Z,1.07002,1.07013,1.06986,1.06989,299
2024-06-14T11:25:00.000000000Z,1.06986,1.07016,1.06971,1.07013,310
2024-06-14T11:30:00.000000000Z,1.07011,1.07047,1.07011,1.07037,460
2024-06-14T11:35:00.000000000Z,1.07038,1.07060,1.07012,1.07018,402
2024-06-14T11:40:00.000000000Z,1.07019,1.07028,1.06997,1.07004,523
2024-06-14T11:45:00.000000000Z,1.07003,1.07004,1.06956,1.06983,413
2024-06-14T11:50:00.000000000Z,1.06982,1.07037,1.06972,1.07035,342
2024-06-14T11:55:00.000000000Z,1.07036,1.07036,1.06926,1.06940,502
2024-06-14T12:00:00.000000000Z,1.06945,1.06950,1.06899,1.06909,510
2024-06-14T12:05:00.000000000Z,1.06908,1.06909,1.06840,1.06860,576
2024-06-14T12:10:00.000000000Z,1.06861,1.06866,1.06841,1.06848,483
2024-06-14T12:15:00.000000000Z,1.06850,1.06878,1.06838,1.06848,435
2024-06-14T12:20:00.000000000Z,1.06852,1.06893,1.06838,1.06887,425
2024-06-14T12:25:00.000000000Z,1.06888,1.06889,1.06841,1.06856,475
2024-06-14T12:30:00.000000000Z,1.06854,1.06888,1.06811,1.06821,727
2024-06-14T12:35:00.000000000Z,1.06822,1.06848,1.06793,1.06843,657
2024-06-14T12:40:00.000000000Z,1.06844,1.06879,1.06827,1.06870,715
2024-06-14T12:45:00.000000000Z,1.06870,1.06921,1.06868,1.06918,451
2024-06-14T12:50:00.000000000Z,1.06916,1.06919,1.06878,1.06900,537
2024-06-14T12:55:00.000000000Z,1.06902,1.06953,1.06872,1.06892,708
2024-06-14T13:00:00.000000000Z,1.06895,1.06926,1.06886,1.06888,651
2024-06-14T13:05:00.000000000Z,1.06890,1.06910,1.06876,1.06877,481
2024-06-14T13:10:00.000000000Z,1.06875,1.06875,1.06848,1.06854,492
2024-06-14T13:15:00.000000000Z,1.06852,1.06874,1.06794,1.06802,446
2024-06-14T13:20:00.000000000Z,1.06801,1.06807,1.06758,1.06760,564
2024-06-14T13:25:00.000000000Z,1.06758,1.06773,1.06740,1.06740,384
2024-06-14T13:30:00.000000000Z,1.06736,1.06749,1.06688,1.06744,867
2024-06-14T13:35:00.000000000Z,1.06746,1.06780,1.06722,1.06776,636
2024-06-14T13:40:00.000000000Z,1.06776,1.06797,1.06736,1.06742,602
2024-06-14T13:45:00.000000000Z,1.06740,1.06760,1.06692,1.06694,449
2024-06-14T13:50:00.000000000Z,1.06695,1.06698,1.06676,1.06690,345
2024-06-14T13:55:00.000000000Z,1.06691,1.06718,1.06684,1.06694,392
2024-06-14T14:00:00.000000000Z,1.06688,1.06746,1.06682,1.06746,942
2024-06-14T14:05:00.000000000Z,1.06748,1.06802,1.06739,1.06772,593
2024-06-14T14:10:00.000000000Z,1.06770,1.06790,1.06748,1.06766,571
2024-06-14T14:15:00.000000000Z,1.06765,1.06802,1.06748,1.06762,562
2024-06-14T14:20:00.000000000Z,1.06764,1.06818,1.06750,1.06814,438
2024-06-14T14:25:00.000000000Z,1.06814,1.06831,1.06788,1.06790,549
2024-06-14T14:30:00.000000000Z,1.06790,1.06791,1.06719,1.06767,616
2024-06-14T14:35:00.000000000Z,1.06766,1.06772,1.06744,1.06750,520
2024-06-14T14:40:00.000000000Z,1.06750,1.06756,1.06698,1.06711,514
2024-06-14T14:45:00.000000000Z,1.06712,1.06783,1.06710,1.06764,534
2024-06-14T14:50:00.000000000Z,1.06765,1.06848,1.06762,1.06834,590
2024-06-14T14:55:00.000000000Z,1.06834,1.06878,1.06834,1.06872,537
2024-06-14T15:00:00.000000000Z,1.06870,1.06912,1.06836,1.06912,578
2024-06-14T15:05:00.000000000Z,1.06911,1.06922,1.06882,1.06899,614
2024-06-14T15:10:00.000000000Z,1.06898,1.06929,1.06884,1.06928,358
