time,open,high,low,close,volume
2024-06-07T19:16:20.000000000Z,1.08047,1.08050,1.08046,1.08047,5
2024-06-07T19:16:30.000000000Z,1.08046,1.08047,1.08045,1.08045,7
2024-06-07T19:16:40.000000000Z,1.08043,1.08044,1.08041,1.08041,10
2024-06-07T19:16:50.000000000Z,1.08042,1.08044,1.08042,1.08043,9
2024-06-07T19:17:00.000000000Z,1.08042,1.08044,1.08040,1.08042,8
2024-06-07T19:17:10.000000000Z,1.08038,1.08042,1.08038,1.08040,8
2024-06-07T19:17:20.000000000Z,1.08040,1.08041,1.08038,1.08041,12
2024-06-07T19:17:30.000000000Z,1.08038,1.08041,1.08038,1.08038,11
2024-06-07T19:17:40.000000000Z,1.08038,1.08040,1.08036,1.08037,14
2024-06-07T19:17:50.000000000Z,1.08036,1.08037,1.08034,1.08037,11
2024-06-07T19:18:00.000000000Z,1.08036,1.08037,1.08036,1.08037,8
2024-06-07T19:18:10.000000000Z,1.08040,1.08040,1.08036,1.08036,7
2024-06-07T19:18:20.000000000Z,1.08038,1.08038,1.08036,1.08037,3
2024-06-07T19:18:30.000000000Z,1.08036,1.08037,1.08036,1.08036,8
2024-06-07T19:18:40.000000000Z,1.08037,1.08037,1.08032,1.08033,13
2024-06-07T19:18:50.000000000Z,1.08032,1.08033,1.08028,1.08028,7
2024-06-07T19:19:00.000000000Z,1.08030,1.08032,1.08028,1.08030,6
2024-06-07T19:19:10.000000000Z,1.08034,1.08037,1.08034,1.08036,9
2024-06-07T19:19:20.000000000Z,1.08036,1.08037,1.08034,1.08034,9
2024-06-07T19:19:30.000000000Z,1.08031,1.08031,1.08026,1.08028,22
2024-06-07T19:19:40.000000000Z,1.08030,1.08030,1.08024,1.08025,8
2024-06-07T19:19:50.000000000Z,1.08026,1.08030,1.08026,1.08028,7
2024-06-07T19:20:00.000000000Z,1.08027,1.08028,1.08024,1.08026,17
2024-06-07T19:20:10.000000000Z,1.08024,1.08026,1.08024,1.08024,7
2024-06-07T19:20:20.000000000Z,1.08021,1.08027,1.08021,1.08025,14
2024-06-07T19:20:30.000000000Z,1.08024,1.08027,1.08024,1.08027,14
2024-06-07T19:20:40.000000000Z,1.08026,1.08027,1.08026,1.08026,5
2024-06-07T19:20:50.000000000Z,1.08027,1.08030,1.08027,1.08028,6
2024-06-07T19:21:00.000000000Z,1.08027,1.08030,1.08027,1.08027,12
